|Theme|Sub-theme|Candidate|Proposition|Priority|Keywords|Data_origin|Data_source|Created_at|Updated_at
15| Social & Solidarité|    Allocations & prestations sociales    | Jean-Luc Mélenchon|              Chiffre clé             entre 1,5 et 4 milliards Coût du versement d'une allocation familiale dès le premier enfant (chiffrage iFRAP) |1||Programme|IFRAP|2022-01-20|2022-01-20
16| Social & Solidarité|    Allocations & prestations sociales    | Jean-Luc Mélenchon|Créer une « garantie dignité » : revaloriser les minima sociaux (aucun niveau de vie en-dessous du seuil de pauvreté).|0||Programme|IFRAP|2022-01-20|2022-01-20
17| Social & Solidarité|    Allocations & prestations sociales    | Jean-Luc Mélenchon|Loi d’urgence sociale comprenant notamment le blocage des prix des produits de première nécessité (gaz, électricité, alimentation).|0||Programme|IFRAP|2022-01-20|2022-01-20
18| Social & Solidarité|    Allocations & prestations sociales    | Jean-Luc Mélenchon|Restructurer les emprunts des ménages surendettés et garantir à tous l’accès effectif aux services bancaires de base.|0||Programme|IFRAP|2022-01-20|2022-01-20
19| Social & Solidarité|    Allocations & prestations sociales    | Jean-Luc Mélenchon|Lutter contre le non-recours aux droits sociaux et civiques par la simplification des démarches.|0||Programme|IFRAP|2022-01-20|2022-01-20
20| Social & Solidarité|    Allocations & prestations sociales    | Jean-Luc Mélenchon|Verser une allocation familiale dès le premier enfant.|0||Programme|IFRAP|2022-01-20|2022-01-20
21| Social & Solidarité|    Allocations & prestations sociales    | Valérie Pécresse|              Chiffre clé             2,6 milliards D'euros, par an, supplémentaires sur les allocations familiales|1||Programme|IFRAP|2022-01-20|2022-01-20
22| Social & Solidarité|    Allocations & prestations sociales    | Valérie Pécresse|Un étranger sans papier ne doit plus avoir automatiquement accès à des aides sociales (tarifs réduits dans les transports par exemple).|-2||Programme|IFRAP|2022-01-20|2022-01-20
23| Social & Solidarité|    Allocations & prestations sociales    | Valérie Pécresse|Restaurer l’universalité des allocations familiales et du complément mode de garde pour les familles.|0||Programme|IFRAP|2022-01-20|2022-01-20
24| Social & Solidarité|    Allocations & prestations sociales    | Valérie Pécresse|Accroître la part de la protection sociale financée par l’impôt pour répondre à l’universalisation de nombreuses prestations sociales et renforcer l’acceptabilité de la Sécurité sociale.|0||Programme|IFRAP|2022-01-20|2022-01-20
25| Social & Solidarité|    Allocations & prestations sociales    | Valérie Pécresse|Doubler les crédits d'impôt pour les familles pour favoriser la conciliation dela vie professionnelle et familliale.|0||Programme|IFRAP|2022-01-20|2022-01-20
26| Social & Solidarité|    Allocations & prestations sociales    | Valérie Pécresse|Développer les solutions d'accueil de jeunes enfants ; arrêter la ponction des allocations familles et la consacrer à toutes les familles, y compris ayant un ou eux enfants déconjugaliser l'allocation adulte handicapé.|0||Programme|IFRAP|2022-01-20|2022-01-20
27| Social & Solidarité|    Allocations & prestations sociales    | Valérie Pécresse|Congé parental étendu jusqu'aux 18 ans de l'enfant en cas de difficultés scolaires ou problèmes de santé.|0||Programme|IFRAP|2022-01-20|2022-01-20
28| Social & Solidarité|    Allocations & prestations sociales    | Valérie Pécresse|Le RSA doit donner lieu à une contrepartie d’activité d’intérêt général.|0||Programme|IFRAP|2022-01-20|2022-01-20
29| Social & Solidarité|    Allocations & prestations sociales    | Valérie Pécresse|Instaurer un délai de cinq ans de résidence régulière en France pour toucher ces prestations.|0||Programme|IFRAP|2022-01-20|2022-01-20
30| Social & Solidarité|    Allocations & prestations sociales    | Valérie Pécresse|Un étranger sans papier ne doit plus avoir automatiquement accès à des aides sociales (tarifs réduits dans les transports par exemple).|0||Programme|IFRAP|2022-01-20|2022-01-20
31| Social & Solidarité|    Allocations & prestations sociales    | Valérie Pécresse|Conférer aux aidants familiaux s’occupant d’enfants handicapés ou d’aînés dépendants un véritable statut en termes d’indemnisation et d’aménagements de leur vie professionnelle.|0||Programme|IFRAP|2022-01-20|2022-01-20
32| Social & Solidarité|    Allocations & prestations sociales    | Valérie Pécresse|Créer une allocation du premier enfant de 900 € par an, versée à tous les parents qui auront un enfant jusqu’à ses 18 ans, et qui s’ajoutera à la prime pour l’accueil du jeune enfant (la Paje). Augmenter aussi de 20 % les allocations pour le deuxième enfant, en la faisant passer de 1 595 € à 1 900 € par an.|0||Programme|IFRAP|2022-01-20|2022-01-20
33| Social & Solidarité|    Allocations & prestations sociales    | Fabien Roussel|Déconjugaliser l'AHH dans le mois qui suit les élections.|0||Programme|IFRAP|2022-01-20|2022-01-20
34| Social & Solidarité|    Allocations & prestations sociales    | Christiane Taubira |Création d'une dotation pour l’autonomie des jeunes  qui garantira à chacun pendant cinq ans 800€ mensuels.|0||Programme|IFRAP|2022-01-20|2022-01-20
35| Social & Solidarité|    Allocations & prestations sociales    | Eric Zemmour |"Réserver le modèle social aux Français et aux étrangers qui payent l’impôt pour éviter toute forme d’""assistanat"" ainsi que le retour à la souveraineté économique de la France."|0||Programme|IFRAP|2022-01-20|2022-01-20
36| Social & Solidarité|    Allocations & prestations sociales    | Eric Zemmour |Fin des allocations familiales pour les étrangers.|0||Programme|IFRAP|2022-01-20|2022-01-20
37| Social & Solidarité|    Allocations & prestations sociales    | Eric Zemmour |Revenir à l'universalité des allocations familiales.|0||Programme|IFRAP|2022-01-20|2022-01-20
38| Social & Solidarité|    Allocations & prestations sociales    | Eric Zemmour |Doubler le plafond du quotient familial.|0||Programme|IFRAP|2022-01-20|2022-01-20
39| Social & Solidarité|    Lutte contre la fraude & carte vitale    | Nicolas  Dupont-Aignan|Remplacement de toutes les cartes vitales par des cartes vitales biométriques distribuées en main propre en sous-préfecture pour mettre fin aux fraudes.|0||Programme|IFRAP|2022-01-20|2022-01-20
40| Social & Solidarité|    Lutte contre la fraude & carte vitale    | Anne Hidalgo|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
41| Social & Solidarité|    Lutte contre la fraude & carte vitale    | Yannick Jadot|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
42| Social & Solidarité|    Lutte contre la fraude & carte vitale    | Marine Le Pen|Lutte contre la fraude sociale pour financer des mesures de baisse de fiscalité des ménages, estimée à 15 milliards d’euros.|0||Programme|IFRAP|2022-01-20|2022-01-20
43| Social & Solidarité|    Lutte contre la fraude & carte vitale    | Jean-Luc Mélenchon|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
44| Social & Solidarité|    Lutte contre la fraude & carte vitale    | Valérie Pécresse|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
45| Social & Solidarité|    Lutte contre la fraude & carte vitale    | Fabien Roussel|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
46| Social & Solidarité|    Lutte contre la fraude & carte vitale    | Christiane Taubira |Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
47| Social & Solidarité|    Lutte contre la fraude & carte vitale    | Eric Zemmour |Lutte contre la fraude sociale avec comme objectif de récupérer 50 milliards d'euros.|0||Programme|IFRAP|2022-01-20|2022-01-20
48| Social & Solidarité|    Sécurité sociale : financement & organisation    | Nicolas  Dupont-Aignan|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
49| Social & Solidarité|    Sécurité sociale : financement & organisation    | Anne Hidalgo|Revoir de fond en comble le financement de la protection sociale.|0||Programme|IFRAP|2022-01-20|2022-01-20
50| Social & Solidarité|    Sécurité sociale : financement & organisation    | Anne Hidalgo|Développer de nouvelles protections pour les nouvelles formes d’activité (télétravail, plateformes numériques, multi-activité).|0||Programme|IFRAP|2022-01-20|2022-01-20
51| Social & Solidarité|    Sécurité sociale : financement & organisation    | Yannick Jadot|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
52| Social & Solidarité|    Sécurité sociale : financement & organisation    | Marine Le Pen|Financer par le budget de la Sécurité sociale des systèmes de protection pour les pharmacies et les cabinets médicaux et paramédicaux.|0||Programme|IFRAP|2022-01-20|2022-01-20
53| Social & Solidarité|    Sécurité sociale : financement & organisation    | Jean-Luc Mélenchon|Organiser l’élection des administrateurs de la Sécurité sociale par les assurés eux-mêmes.|0||Programme|IFRAP|2022-01-20|2022-01-20
54| Social & Solidarité|    Sécurité sociale : financement & organisation    | Jean-Luc Mélenchon|Établir la filiation par reconnaissance comme principe par défaut, rembourser la procréation médicalement assistée (PMA) pour toutes les femmes et refuser la gestation pour autrui (GPA), faire prévaloir l’intérêt supérieur de l’enfant en toute circonstance.|0||Programme|IFRAP|2022-01-20|2022-01-20
55| Social & Solidarité|    Sécurité sociale : financement & organisation    | Valérie Pécresse|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
56| Social & Solidarité|    Sécurité sociale : financement & organisation    | Fabien Roussel|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
57| Social & Solidarité|    Sécurité sociale : financement & organisation    | Christiane Taubira |Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
58| Social & Solidarité|    Sécurité sociale : financement & organisation    | Eric Zemmour |Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
59| Territoires & Collectivités|    Aménagement & urbanisme    | Nicolas  Dupont-Aignan|1€ investi dans les métropoles = 1€ dans les villes moyennes, la ruralité et l’Outre-Mer.|0||Programme|IFRAP|2022-01-20|2022-01-20
60| Territoires & Collectivités|    Aménagement & urbanisme    | Nicolas  Dupont-Aignan|Déploiement d’internet haut débit et de la connexion mobile sur tout le territoire.|0||Programme|IFRAP|2022-01-20|2022-01-20
61| Territoires & Collectivités|    Aménagement & urbanisme    | Anne Hidalgo|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
62| Territoires & Collectivités|    Aménagement & urbanisme    | Yannick Jadot|Donner aux collectivités les moyens de traiter les friches urbaines.|0||Programme|IFRAP|2022-01-20|2022-01-20
63| Territoires & Collectivités|    Aménagement & urbanisme    | Marine Le Pen|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
64| Territoires & Collectivités|    Aménagement & urbanisme    | Jean-Luc Mélenchon|Défendre et reconstruire le maillage de transports en commun et de services publics : notamment dans les départements ruraux, les quartiers populaires et les Outre-mer.|0||Programme|IFRAP|2022-01-20|2022-01-20
65| Territoires & Collectivités|    Aménagement & urbanisme    | Jean-Luc Mélenchon|Stopper l’étalement urbain : renoncer aux grands projets inutiles et imposés, rapprocher bassins de vie et bassins d’emploi.|0||Programme|IFRAP|2022-01-20|2022-01-20
66| Territoires & Collectivités|    Aménagement & urbanisme    | Jean-Luc Mélenchon|Mettre en place des assemblées citoyennes régionales pour débattre des projets d'aménagement et d'investissement en lien avec la planification écologique.|0||Programme|IFRAP|2022-01-20|2022-01-20
67| Territoires & Collectivités|    Aménagement & urbanisme    | Jean-Luc Mélenchon|Organiser des états généraux des quartiers populaires et des espaces ruraux pour construire une véritable égalité territoriale notamment dans les services publics.|0||Programme|IFRAP|2022-01-20|2022-01-20
68| Territoires & Collectivités|    Aménagement & urbanisme    | Valérie Pécresse|Lutter contre le séparatisme urbain en mettant en place une stratégie de peuplement (pas plus de 30 % de logements sociaux par quartier) pour éradiquer en dix ans les ghettos.|0||Programme|IFRAP|2022-01-20|2022-01-20
69| Territoires & Collectivités|    Aménagement & urbanisme    | Fabien Roussel|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
70| Territoires & Collectivités|    Aménagement & urbanisme    | Christiane Taubira |Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
71| Territoires & Collectivités|    Aménagement & urbanisme    | Eric Zemmour |Interdire la construction de nouvelles grandes surfaces et zones commerciales à l'entrée des villes et villages.|0||Programme|IFRAP|2022-01-20|2022-01-20
72| Territoires & Collectivités|    Aménagement & urbanisme    | Eric Zemmour |Réorienter les fonds publics destinés à la politique de la ville vers nos campagnes.|0||Programme|IFRAP|2022-01-20|2022-01-20
73| Territoires & Collectivités|    Décentralisation    | Nicolas  Dupont-Aignan|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
74| Territoires & Collectivités|    Décentralisation    | Anne Hidalgo|"Décentralisation aboutie : ""Le temps des communes et de la décentralisation des pouvoirs est venue""."|0||Programme|IFRAP|2022-01-20|2022-01-20
75| Territoires & Collectivités|    Décentralisation    | Anne Hidalgo|"Souhaite un ""big bang territorial"" pour relancer la décentralisation avec un rôle accru des maires."|0||Programme|IFRAP|2022-01-20|2022-01-20
76| Territoires & Collectivités|    Décentralisation    | Yannick Jadot|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
77| Territoires & Collectivités|    Décentralisation    | Marine Le Pen|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
78| Territoires & Collectivités|    Décentralisation    | Jean-Luc Mélenchon|Affirmer les trois échelons d'organisation décentralisée pour mettre fin à la superposition d'échelons technocratiques.|0||Programme|IFRAP|2022-01-20|2022-01-20
79| Territoires & Collectivités|    Décentralisation    | Valérie Pécresse|Décentraliser des blocs de compétences pour simplifier le mille-feuille administratif français, supprimer les doublons et rapprocher les politiques publiques des citoyens. |0||Programme|IFRAP|2022-01-20|2022-01-20
80| Territoires & Collectivités|    Décentralisation    | Valérie Pécresse|Les régions se verraient ainsi confier Pôle emploi, les missions locales, la rénovation urbaine ou la présidence des Agences régionales de santé et seraient évaluées par des indicateurs de performance.|0||Programme|IFRAP|2022-01-20|2022-01-20
81| Territoires & Collectivités|    Décentralisation    | Valérie Pécresse|Régionaliser les politiques du logement.|0||Programme|IFRAP|2022-01-20|2022-01-20
82| Territoires & Collectivités|    Décentralisation    | Fabien Roussel|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
83| Territoires & Collectivités|    Décentralisation    | Christiane Taubira |Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
84| Territoires & Collectivités|    Décentralisation    | Eric Zemmour |Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
85| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Nicolas  Dupont-Aignan|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
86| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Anne Hidalgo|Création d'un conseil aux collectivités, notamment pour les petites communes, et un contrôle a posteriori par les chambres régionales des comptes et les tribunaux administratifs.|0||Programme|IFRAP|2022-01-20|2022-01-20
87| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Yannick Jadot|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
88| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Marine Le Pen|Rééquilibrage entre les grandes métropoles et zones rurales.|0||Programme|IFRAP|2022-01-20|2022-01-20
89| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Jean-Luc Mélenchon|Rendre aux communes leur liberté de coopération et le rôle de cellule de base de la démocratie locale. |0||Programme|IFRAP|2022-01-20|2022-01-20
90| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Jean-Luc Mélenchon|Donner à la Corse le statut garanti par l'article 74 de la Constition.|0||Programme|IFRAP|2022-01-20|2022-01-20
91| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Jean-Luc Mélenchon|Rendre effectif le principe du non-cumul des mandats et des indemnités (un seul au même moemnt, deux mêmes mandats consécutifs maximum).|0||Programme|IFRAP|2022-01-20|2022-01-20
92| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Jean-Luc Mélenchon|Organiser la sortie du mandat : garantir un droit à la formation professionnelle pour les élus.|0||Programme|IFRAP|2022-01-20|2022-01-20
93| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Jean-Luc Mélenchon|Redécouper les Régions à partir des bassins versants et leur confier l'eau comme première responsabilité. Supprimer les mégarégions, les régions transfrontalières et les métropoles et revenir sur l'obligation d'appartenance des communes à des intercommunalités en abrogeant la loi NOTRe.|0||Programme|IFRAP|2022-01-20|2022-01-20
94| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Jean-Luc Mélenchon|"Interdire le ""droit à la différenciation"" afin de garantir l'égalité entre les citoyens et réserver le statut de collectivité unique aux territoires insulaires et des Outre-mer."|0||Programme|IFRAP|2022-01-20|2022-01-20
95| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Jean-Luc Mélenchon|Recomposer les assemblées régionales à partir des élections des conseillers départementaux.|0||Programme|IFRAP|2022-01-20|2022-01-20
96| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Jean-Luc Mélenchon|Réquilibrer la dotation globale de fonctionnement versée aux communes pour lutter contre les inégalités territoriales.|0||Programme|IFRAP|2022-01-20|2022-01-20
97| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Jean-Luc Mélenchon|Réaffirmer le rôle du département comme échelle pertinente pour organiser le maillage équilibré du territoire en services publics essentiels à la population.|0||Programme|IFRAP|2022-01-20|2022-01-20
98| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Jean-Luc Mélenchon|Renforcer les dotations de l'Etat pour les territoires et régions en retard de développement économique et social.|0||Programme|IFRAP|2022-01-20|2022-01-20
99| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Valérie Pécresse|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
100| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Fabien Roussel|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
101| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Christiane Taubira |Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
102| Territoires & Collectivités|    Réforme territoriale & élus locaux    | Eric Zemmour |Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
103| Politiques Publiques|    Droits individuels & égalité    | Nicolas  Dupont-Aignan|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
104| Politiques Publiques|    Droits individuels & égalité    | Anne Hidalgo|Droit à mourir dans la dignité.|0||Programme|IFRAP|2022-01-20|2022-01-20
105| Politiques Publiques|    Droits individuels & égalité    | Anne Hidalgo|"Loi sur l'égalité hommes-femmes pour atteindre l'égalité salariale en 5 ans et d'instaurer une ""parité réelle"" dans les instances publiques et les conseils d'administration. Et inverser la charge de la preuve pour qu’il revienne à l’entreprise de prouver qu’elle n’est pas coupable de discrimination en matière de salaires. "|0||Programme|IFRAP|2022-01-20|2022-01-20
106| Politiques Publiques|    Droits individuels & égalité    | Yannick Jadot|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
107| Politiques Publiques|    Droits individuels & égalité    | Marine Le Pen|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
108| Politiques Publiques|    Droits individuels & égalité    | Jean-Luc Mélenchon|Adopter une loi de lutte contre le sexisme : imposer l’égalité entre les femmes et les hommes dans les institutions politiques, administratives, économiques, syndicales et associatives.|0||Programme|IFRAP|2022-01-20|2022-01-20
109| Politiques Publiques|    Droits individuels & égalité    | Jean-Luc Mélenchon|Renforcer les moyens contre les violences faites aux femmes et renforcer le planning familial. Investir 1 milliard d'euros pour lutter contre les violences faites aux femmes.|0||Programme|IFRAP|2022-01-20|2022-01-20
110| Politiques Publiques|    Droits individuels & égalité    | Jean-Luc Mélenchon|Ouvrir l’adoption plénière à tous les couples, mariés ou non.|0||Programme|IFRAP|2022-01-20|2022-01-20
111| Politiques Publiques|    Droits individuels & égalité    | Valérie Pécresse|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
112| Politiques Publiques|    Droits individuels & égalité    | Fabien Roussel|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
113| Politiques Publiques|    Droits individuels & égalité    | Christiane Taubira |Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
114| Politiques Publiques|    Droits individuels & égalité    | Eric Zemmour |Bloquer la PMA sans père et/ou sans mère.|0||Programme|IFRAP|2022-01-20|2022-01-20
115| Politiques Publiques|    Jeunesse & Education    | Nicolas  Dupont-Aignan|              Chiffre clé             250 000 Ouvertures de places de crèche|1||Programme|IFRAP|2022-01-20|2022-01-20
116| Politiques Publiques|    Jeunesse & Education    | Nicolas  Dupont-Aignan|Doublement du personnel en charge de la médecine scolaire.|0||Programme|IFRAP|2022-01-20|2022-01-20
117| Politiques Publiques|    Jeunesse & Education    | Nicolas  Dupont-Aignan|Renforcement des apprentissages fondamentaux comme le français en primaire et rétablissement du BAC.|0||Programme|IFRAP|2022-01-20|2022-01-20
118| Politiques Publiques|    Jeunesse & Education    | Nicolas  Dupont-Aignan|Augmentation du salaire des enseignants et mise en place d'une prime supplémentaire en échange de cours de soutien aux élèves en difficulté.|0||Programme|IFRAP|2022-01-20|2022-01-20
119| Politiques Publiques|    Jeunesse & Education    | Nicolas  Dupont-Aignan|Retour de l’autorité des professeurs sur leur classe et ouverture d’internats disciplinaires pour les élèves perturbateurs et harceleurs.|0||Programme|IFRAP|2022-01-20|2022-01-20
120| Politiques Publiques|    Jeunesse & Education    | Nicolas  Dupont-Aignan|Ouverture d’internats d’excellence sur tout le territoire pour une vraie égalité des chances.|0||Programme|IFRAP|2022-01-20|2022-01-20
121| Politiques Publiques|    Jeunesse & Education    | Nicolas  Dupont-Aignan|Ouverture de 250 000 places de crèche.|0||Programme|IFRAP|2022-01-20|2022-01-20
122| Politiques Publiques|    Jeunesse & Education    | Anne Hidalgo|Doubler le salaire des enseignants |-2||Programme|IFRAP|2022-01-20|2022-01-20
123| Politiques Publiques|    Jeunesse & Education    | Anne Hidalgo|La rémunération des enseignants sera portée progressivement au niveau de celui des cadres, en commençant par les débuts de carrière.|0||Programme|IFRAP|2022-01-20|2022-01-20
124| Politiques Publiques|    Jeunesse & Education    | Anne Hidalgo|Doubler le salaire des enseignants |0||Programme|IFRAP|2022-01-20|2022-01-20
125| Politiques Publiques|    Jeunesse & Education    | Anne Hidalgo|Assurer une sécurité économique aux jeunes afin qu’aucun d’entre eux ne soit contraint d’arrêter prématurément son parcours de formation, répondre à leur difficultés du quotidien, faire en sorte que l’entrée dans l’âge adulte ne soit plus un parcours du combattant (orientation, accès au logement, à l’emploi, reconstruire un modèle éducatif ambitieux pour tous et respectueux de chacun), repenser le système éducatif pour mettre au cœur la réussite de tous.|0||Programme|IFRAP|2022-01-20|2022-01-20
126| Politiques Publiques|    Jeunesse & Education    | Anne Hidalgo|Repenser le système éducatif pour mettre au coeur la réussite de tous.|0||Programme|IFRAP|2022-01-20|2022-01-20
127| Politiques Publiques|    Jeunesse & Education    | Anne Hidalgo|Abroger Parcoursup : des places seront créées pour diminuer la pression sur les formations les plus demandées. L’accès aux établissements de l’enseignement supérieur devra obéir à des règles transparentes, justes et humaines, préalablement validées par les autorités de tutelle.|0||Programme|IFRAP|2022-01-20|2022-01-20
128| Politiques Publiques|    Jeunesse & Education    | Anne Hidalgo|Porter à 60%d'une classe d'âge le nombre de diplômés du supérieur.|0||Programme|IFRAP|2022-01-20|2022-01-20
129| Politiques Publiques|    Jeunesse & Education    | Yannick Jadot|Pour une grande réflexion autour de la formation, les salaires, les effectifs, les statuts et les moyens pour les écoles, en milieu urbain comme en milieu rural.|0||Programme|IFRAP|2022-01-20|2022-01-20
130| Politiques Publiques|    Jeunesse & Education    | Marine Le Pen|Créer un centre éducatif fermé par département.|0||Programme|IFRAP|2022-01-20|2022-01-20
131| Politiques Publiques|    Jeunesse & Education    | Marine Le Pen|Responsabiliser les parents de mineurs délinquants par la suppression des allocations familiales et sociales prononcée par le juge.|0||Programme|IFRAP|2022-01-20|2022-01-20
132| Politiques Publiques|    Jeunesse & Education    | Jean-Luc Mélenchon|              Chiffre clé             500 000 Nouvelles places en crèche|1||Programme|IFRAP|2022-01-20|2022-01-20
133| Politiques Publiques|    Jeunesse & Education    | Jean-Luc Mélenchon|Augmentation des salaires des enseignants pour rattrapper le gel du point d'indice.|0||Programme|IFRAP|2022-01-20|2022-01-20
134| Politiques Publiques|    Jeunesse & Education    | Jean-Luc Mélenchon|Adopter une plan pluriannuel de recrutement pour l'ensemble des concours et créer des écoles professionnelles de l'enseignement. Renforcer la formation initiale et continue des personnels. Renforcer les effectifs de la vie scolaire.|0||Programme|IFRAP|2022-01-20|2022-01-20
135| Politiques Publiques|    Jeunesse & Education    | Jean-Luc Mélenchon|Rétablir le diplôme national du baccalauréat, abroger les contre-réformes du lycée, de la voie professionelle et du collège.|0||Programme|IFRAP|2022-01-20|2022-01-20
